index,Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Duration_hour,Duration_min,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Vistara,Vistara Premium economy,source_Banglore,source_Chennai,source_Delhi,source_Kolkata,source_Mumbai,destination_Banglore,destination_Cochin,destination_Delhi,destination_Hyderabad,destination_Kolkata,destination_New Delhi
57,1,21,3,11,40,7,30,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
58,1,9,6,6,50,5,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
59,1,6,5,17,0,25,50,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
60,1,12,6,6,0,13,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
61,2,9,3,7,5,26,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
62,1,3,4,2,0,5,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
63,1,27,6,16,45,5,40,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
64,0,24,3,19,40,2,40,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
65,0,9,5,13,0,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
66,1,6,6,2,0,5,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
67,1,15,6,3,50,8,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
68,0,12,6,21,15,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
69,1,21,3,11,30,7,20,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
70,0,18,6,12,0,1,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
71,1,18,5,21,50,21,10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
72,3,1,4,5,50,16,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
73,1,15,5,7,55,7,50,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
74,0,18,5,9,10,1,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
75,0,21,5,8,20,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
76,0,21,6,9,30,2,50,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
77,2,1,5,10,0,19,25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
78,0,3,3,14,55,2,55,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
79,1,18,5,20,0,14,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
80,0,24,6,22,10,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
81,1,9,6,17,0,16,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
82,1,18,5,7,0,5,55,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
83,0,21,4,19,55,2,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
84,1,9,5,15,15,10,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
85,1,15,5,11,40,13,50,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
86,0,21,3,8,20,2,15,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
87,1,15,6,7,5,11,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
88,0,18,4,17,10,2,30,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
89,1,9,5,18,55,13,20,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
90,1,18,5,14,5,18,10,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
91,1,18,5,14,5,28,10,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
92,1,24,6,16,0,5,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
93,1,1,6,20,0,23,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
94,0,27,6,19,30,1,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
95,0,15,5,6,20,1,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
96,1,15,6,15,0,13,25,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
97,1,24,6,13,0,6,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
98,0,24,3,5,45,1,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
99,2,9,5,8,20,10,10,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
100,1,6,3,5,35,4,35,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
101,1,21,5,10,0,11,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
102,1,9,3,17,45,7,50,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
103,1,9,5,6,40,12,20,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
104,0,15,3,17,15,2,30,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
105,1,12,6,18,55,15,10,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
106,0,9,5,21,20,1,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
107,1,6,3,5,45,19,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
108,2,9,3,7,35,13,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
109,1,18,5,6,40,12,20,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
110,1,6,3,9,0,9,50,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
111,1,6,3,11,30,14,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
112,0,9,6,6,55,2,35,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
113,1,6,6,17,35,4,40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
114,1,9,5,11,15,7,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
115,2,15,5,20,15,23,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
116,1,18,3,8,0,10,25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
117,1,15,4,20,25,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
118,2,6,3,5,40,22,45,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
119,1,9,4,10,20,8,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
120,2,18,5,16,45,27,40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
121,1,12,3,22,55,11,30,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
122,0,15,5,11,30,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
123,0,9,5,6,0,2,45,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
124,1,9,6,15,5,5,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
125,1,9,5,20,55,15,40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
126,0,9,5,14,25,2,30,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
127,0,1,4,17,0,2,35,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
128,1,18,5,6,50,9,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
129,0,3,5,13,0,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
130,1,6,3,19,45,8,40,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
131,1,27,6,6,50,5,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
132,1,6,5,21,50,5,45,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
133,0,24,5,15,15,2,30,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
134,0,1,4,10,0,2,45,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
135,1,12,5,8,25,7,55,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
136,2,1,4,10,0,19,25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
137,0,18,6,9,30,2,50,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
138,0,21,4,19,30,2,45,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
139,1,15,3,22,0,12,50,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
140,0,1,3,6,0,2,45,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
141,1,24,3,21,10,25,25,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
142,1,15,5,2,15,10,20,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
143,1,12,5,14,5,8,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
144,0,9,3,8,30,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
145,1,27,5,20,40,12,45,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
146,0,18,5,21,15,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
147,0,12,5,14,15,2,30,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
148,1,9,6,16,30,12,10,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
149,1,15,5,9,45,22,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
150,1,15,5,8,25,7,55,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
151,1,3,3,14,35,7,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
152,1,27,5,14,0,7,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
153,0,24,5,11,10,2,55,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
154,0,1,6,17,10,2,30,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
155,0,21,6,21,10,2,55,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
156,0,15,3,17,15,2,40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
157,0,15,6,20,0,2,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
158,1,12,5,14,5,21,55,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
159,0,12,5,19,35,1,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
160,0,18,5,19,50,3,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
161,1,27,3,9,0,6,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
162,0,21,5,16,55,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
163,0,18,6,15,20,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
164,0,6,5,9,30,2,50,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
165,0,27,5,6,10,2,45,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
166,2,27,5,7,5,26,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
167,0,18,3,22,20,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
168,1,1,5,8,35,8,40,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
169,0,9,3,14,40,2,25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
170,2,1,6,20,15,23,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
171,2,24,6,9,40,9,20,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
172,0,3,3,21,20,2,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
173,0,6,4,1,30,2,45,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
174,2,18,3,8,50,25,45,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
175,0,3,5,17,10,2,30,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
176,1,6,5,15,5,5,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
177,2,24,3,9,10,33,20,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
178,1,27,3,9,55,15,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
179,1,18,5,20,0,14,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
180,1,6,5,9,25,12,25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
181,0,3,5,19,5,1,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
182,0,24,6,22,20,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
183,1,6,3,8,55,11,25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
184,1,6,5,9,0,10,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
185,1,3,3,6,40,15,15,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
186,1,9,6,20,25,14,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
187,1,3,6,17,30,8,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
188,1,21,4,7,55,7,50,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
189,0,27,6,22,20,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
190,1,15,5,8,0,13,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
191,1,6,3,20,55,12,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
192,0,27,5,13,15,1,30,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
193,1,12,6,10,20,10,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
194,2,6,6,22,0,21,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
195,0,21,5,11,35,2,25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
196,2,6,6,8,20,26,50,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
197,1,21,5,6,10,16,50,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
198,0,27,4,6,0,2,45,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
199,1,1,4,9,25,9,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
200,1,21,5,18,15,10,10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
201,1,1,6,2,15,16,45,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
202,1,24,3,9,25,22,30,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
203,0,21,5,9,45,2,15,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
204,1,21,3,4,55,11,15,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
205,0,9,6,5,55,2,40,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
206,1,21,3,9,0,19,25,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
207,2,12,6,5,30,22,55,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
208,2,3,3,9,45,11,35,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
209,1,24,5,17,0,17,45,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
210,0,15,6,14,10,3,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
211,2,15,5,12,0,23,10,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
212,1,6,6,9,35,25,20,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
213,1,27,4,6,50,5,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
214,2,6,3,17,50,7,45,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
215,1,1,5,8,25,23,50,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
216,1,9,5,16,30,6,5,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
217,2,6,6,17,15,14,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
218,2,3,6,19,30,17,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
219,1,6,3,16,0,24,50,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
220,0,6,4,4,55,2,50,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
221,1,27,6,15,0,10,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
222,1,6,6,18,15,7,15,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
223,0,18,5,13,15,2,20,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
224,0,24,3,9,0,2,30,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
225,2,15,6,12,0,19,40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
226,0,12,3,15,20,2,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
227,0,1,4,12,0,1,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
228,1,27,4,15,45,6,20,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
229,1,24,5,17,0,16,45,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
230,2,1,4,7,0,18,20,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
231,1,15,5,16,30,27,20,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
232,0,21,6,2,55,1,25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
233,1,1,3,22,50,9,25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
